start_time,station_id,energy_delivered,utilization_rate,hour,predicted_demand,new_dynamic_price,new_revenue,status
2022-07-15 19:15:00,108,8.75,0.0727272727272727,19.0,12.884851920351805,16.09,140.7875,Underutilized
2022-07-09 21:15:00,1122,2.916666667,0.0318181818181818,21.0,3.65542454898446,16.38,47.77500000546,Underutilized
2022-07-17 11:55:00,1149,5.833333333,0.0681818181818181,11.0,11.661529264084376,15.18,88.54999999494,Underutilized
2022-07-03 04:55:00,705,6.416666667,0.0545454545454545,4.0,7.538577225921213,15.41,98.88083333847,Underutilized
2022-06-28 06:15:00,891,106.6666667,0.0681818181818181,6.0,27.07518820119133,15.21,1622.400000507,Underutilized
2022-07-04 20:30:00,989,11.66666667,0.1045454545454545,20.0,23.792721897420247,16.09,187.7166667203,Underutilized
2022-07-18 17:40:00,577,0.775833333,0.0045454545454545,17.0,0.957122419930814,15.82,12.27368332806,Underutilized
2022-07-17 11:55:00,1029,63.46666667,0.1272727272727272,11.0,63.76266666569998,15.18,963.4240000506,Underutilized
2022-07-14 12:50:00,848,1.166666667,0.009090909090909,12.0,1.6963921338160777,15.0,17.500000005,Underutilized
2022-07-02 17:15:00,897,1.166666667,0.0181818181818181,17.0,2.3429685676875267,16.09,18.77166667203,Underutilized
2022-07-18 17:30:00,701,1.166666667,0.009090909090909,17.0,2.19963243153286,15.82,18.456666671940003,Underutilized
2022-06-23 13:25:00,862,0.0,0.0,13.0,0.0,15.0,0.0,Underutilized
2022-06-23 05:25:00,795,37.91666667,0.2772727272727273,5.0,44.66337567327903,15.72,596.0500000524,Healthy
2022-06-25 07:40:00,974,45.5,0.3818181818181818,7.0,67.22240882272251,15.98,727.09,Healthy
2018-07-16 16:42:42,2-39-78-367,3.876,0.0540856481481481,16.0,4.165089999999998,15.0,58.14,Underutilized
2022-07-15 00:25:00,1098,53.625,0.1272727272727272,0.0,22.125912179054204,15.21,815.63625,Underutilized
2022-06-22 23:30:00,1099,2.333333333,0.0181818181818181,23.0,4.959541624018203,15.21,35.48999999493,Underutilized
2022-07-08 02:35:00,643,6.75,0.0181818181818181,2.0,3.5631564992697533,15.21,102.6675,Underutilized
2022-07-02 22:45:00,1093,0.583333333,0.0045454545454545,22.0,1.2537948813490345,15.64,9.12333332812,Underutilized
2022-07-18 22:10:00,979,1.75,0.0136363636363636,22.0,3.352275623903404,15.41,26.9675,Underutilized
2022-06-23 20:20:00,589,30.5,0.1181818181818181,20.0,73.48530026337212,16.09,490.745,Underutilized
2022-07-03 14:05:00,309,4.083333333,0.0681818181818181,14.0,4.841232332964311,15.18,61.98499999494,Underutilized
2022-06-23 20:10:00,343,2.916666667,0.0318181818181818,20.0,5.2958138556364,16.09,46.92916667203,Underutilized
2022-07-13 22:05:00,887,8.75,0.0681818181818181,22.0,17.239636646987382,15.41,134.8375,Underutilized
2022-06-25 01:30:00,1083,12.25,0.0954545454545454,1.0,39.72098277653933,15.41,188.7725,Underutilized
2022-06-27 03:20:00,325,9.666666667,0.0545454545454545,3.0,16.498474758237816,15.21,147.03000000507,Underutilized
2022-07-01 07:35:00,781,30.83333333,0.0636363636363636,7.0,9.404385620862316,15.21,468.9749999493,Underutilized
2022-07-04 03:10:00,724,28.91666667,0.2545454545454545,3.0,28.76708844164243,15.72,454.5700000524,Healthy
2022-06-19 19:05:00,783,0.583333333,0.0045454545454545,19.0,1.466243408542349,16.38,9.55499999454,Underutilized
2022-06-22 12:45:00,708,190.25,0.059090909090909,12.0,45.908836627122,15.0,2853.75,Underutilized
2022-07-15 09:20:00,741,2.916666667,0.0136363636363636,9.0,3.143770158317705,15.21,44.36250000507,Underutilized
2022-07-15 10:50:00,330,6.797777778,0.0545454545454545,10.0,54.24383198362286,15.0,101.96666667,Underutilized
2022-06-25 16:15:00,1060,2.333333333,0.0181818181818181,16.0,7.083471883558546,15.18,35.41999999494,Underutilized
2022-07-03 18:35:00,969,7.583333333,0.059090909090909,18.0,15.572388525595796,16.38,124.21499999454,Underutilized
2022-07-13 06:35:00,577,3.5,0.0227272727272727,6.0,4.154161491733649,15.21,53.235,Underutilized
2022-07-15 10:30:00,656,2.916666667,0.0227272727272727,10.0,7.470610744751153,15.0,43.750000005,Underutilized
2022-07-08 11:55:00,849,2.916666667,0.0363636363636363,11.0,15.902436814402131,15.0,43.750000005,Underutilized
2022-06-20 05:45:00,732,50.58333333,0.1318181818181818,5.0,52.30328055293701,15.21,769.3724999493,Underutilized
2022-07-14 19:40:00,123,4.083333333,0.0318181818181818,19.0,13.585532073199252,16.09,65.70083332796999,Underutilized
2022-07-07 05:45:00,1090,2.041666667,0.0272727272727272,5.0,2.8466562428643987,15.21,31.05375000507,Underutilized
2022-07-04 02:05:00,1166,12.83333333,0.109090909090909,2.0,32.32121645907836,15.21,195.1949999493,Underutilized
2022-07-16 10:55:00,1160,0.291666667,0.0045454545454545,10.0,1.718840452186862,15.18,4.42750000506,Underutilized
2022-07-02 08:00:00,842,19.25,0.1909090909090909,8.0,134.88622977827828,15.41,296.6425,Underutilized
2022-06-21 08:25:00,216,3.5,0.0272727272727272,8.0,8.40138455598762,15.21,53.235,Underutilized
2022-07-03 23:25:00,728,3.5,0.0136363636363636,23.0,2.939993958142681,15.41,53.935,Underutilized
2022-07-12 17:30:00,110,3.5,0.0363636363636363,17.0,7.684933963131007,15.82,55.370000000000005,Underutilized
2022-06-29 17:35:00,1093,1.166666667,0.009090909090909,17.0,2.19963243153286,15.82,18.456666671940003,Underutilized
2022-07-04 21:35:00,638,2.333333333,0.0181818181818181,21.0,5.633392452262058,16.09,37.54333332797,Underutilized
2022-06-20 19:55:00,1075,2.333333333,0.0181818181818181,19.0,5.041164158085493,16.09,37.54333332797,Underutilized
2022-06-25 21:20:00,589,16.7975,0.0818181818181818,21.0,15.06230308021145,16.38,275.14305,Underutilized
2022-07-02 13:45:00,987,0.0,0.0045454545454545,13.0,0.0,15.18,0.0,Underutilized
2022-06-24 11:35:00,502,6.708333333,0.0727272727272727,11.0,8.318295434560772,15.0,100.624999995,Underutilized
2022-07-13 12:40:00,982,3.694444444,0.0409090909090909,12.0,25.969272407964,15.0,55.41666666,Underutilized
2022-07-17 01:40:00,332,20.125,0.2136363636363636,1.0,20.67582744265124,15.98,321.5975,Healthy
2022-07-18 13:15:00,322,144.0,0.1818181818181818,13.0,58.53698709518422,15.0,2160.0,Underutilized
2022-07-18 07:10:00,325,10.83333333,0.0818181818181818,7.0,9.826532474808682,15.21,164.77499994930002,Underutilized
2022-07-15 15:10:00,1144,2.041666667,0.0454545454545454,15.0,5.577214619362391,15.0,30.625000005,Underutilized
2022-06-22 14:20:00,1106,1.166666667,0.009090909090909,14.0,2.314120150784472,15.0,17.500000005,Underutilized
2022-07-02 23:10:00,849,1.166666667,0.0272727272727272,23.0,1.52674768368376,15.41,17.97833333847,Underutilized
2022-07-08 17:40:00,1110,0.583333333,0.0045454545454545,17.0,1.0114419107412895,15.82,9.22833332806,Underutilized
2022-06-20 18:05:00,732,31.16666667,0.1272727272727272,18.0,25.239547621751512,16.09,501.4716667203,Underutilized
2022-07-04 13:15:00,589,31.0,0.0909090909090909,13.0,8.909631171648623,15.0,465.0,Underutilized
2022-06-26 02:00:00,1090,1.166666667,0.0181818181818181,2.0,2.995796328863289,15.41,17.97833333847,Underutilized
2022-06-22 18:25:00,1032,110.0,0.0318181818181818,18.0,12.55482518887981,16.09,1769.9,Underutilized
2022-06-25 09:30:00,699,42.75,0.1136363636363636,9.0,20.00410696076482,15.41,658.7775,Underutilized
2022-06-27 07:10:00,852,1.166666667,0.009090909090909,7.0,2.057120089961202,15.21,17.745000005070004,Underutilized
2022-07-01 02:15:00,781,31.41666667,0.0681818181818181,2.0,16.66923297192753,15.21,477.8475000507,Underutilized
2022-06-21 13:35:00,109,2.916666667,0.0227272727272727,13.0,4.85112587219886,15.0,43.750000005,Underutilized
2022-06-19 08:20:00,346,121.75,0.2136363636363636,8.0,119.90382500363336,15.98,1945.565,Healthy
2022-07-11 18:35:00,966,24.41055556,0.1818181818181818,18.0,66.82523811515912,16.09,392.7658389604,Underutilized
